ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached_on_Time
2932;A;Road;4;1;224;2;medium;M;2;4581;yes
2933;C;Ship;5;1;152;3;medium;F;6;4735;no
2934;F;Road;4;2;212;3;low;F;3;4555;no
2935;F;Ship;4;4;135;2;low;F;10;4508;yes
2936;C;Ship;6;4;304;4;low;M;7;1226;yes
2937;F;Ship;7;5;299;4;low;M;4;1052;yes
2938;D;Ship;4;3;196;2;medium;F;4;4203;yes
2939;F;Flight;4;2;171;3;low;F;40;1021;yes
2940;F;Road;4;4;266;3;low;F;6;5758;yes
2941;B;Road;3;3;167;3;low;F;8;4420;no
2942;F;Ship;3;1;206;2;medium;F;56;2069;yes
2943;F;Ship;5;1;249;4;medium;M;5;1027;yes
2944;D;Ship;2;3;172;3;medium;F;11;1522;yes
2945;B;Ship;4;1;200;2;medium;F;5;5249;no
2946;D;Flight;3;4;174;3;low;F;10;4998;yes
2947;F;Ship;5;3;253;4;low;M;9;1729;no
2948;F;Ship;3;3;162;3;medium;M;7;1901;yes
2949;D;Flight;6;3;226;3;high;F;4;4604;yes
2950;A;Ship;4;2;185;3;medium;M;1;5338;no
2951;D;Ship;6;1;222;5;medium;M;26;3137;yes
2952;F;Road;4;3;173;3;low;M;4;4793;yes
2953;C;Ship;4;4;149;3;low;F;8;5658;yes
2954;D;Ship;3;4;192;2;low;F;56;3765;yes
2955;C;Ship;4;5;136;2;medium;M;4;5512;no
2956;F;Ship;4;2;227;2;high;M;35;3583;yes
2957;C;Road;3;4;248;4;medium;M;8;4540;no
2958;A;Ship;4;4;146;4;low;M;12;1899;yes
2959;D;Ship;4;1;196;2;low;M;3;4752;no
2960;A;Flight;6;2;196;2;low;M;10;5180;yes
2961;F;Ship;4;5;200;4;medium;F;2;4947;no
2962;B;Ship;5;5;243;2;low;M;9;4669;yes
2963;F;Ship;3;4;228;3;medium;F;8;5419;no
2964;F;Ship;4;1;228;3;medium;M;4;5347;yes
2965;D;Ship;3;5;286;6;high;M;8;4777;no
2966;C;Ship;6;4;272;4;low;F;4;4098;no
2967;D;Road;4;1;208;3;medium;F;7;4592;no
2968;F;Ship;5;4;162;2;low;F;54;1635;yes
2969;D;Ship;4;4;213;3;low;F;1;4266;no
2970;F;Ship;3;3;172;6;medium;F;5;5366;yes
2971;F;Road;4;5;263;3;medium;F;32;3723;yes
2972;F;Ship;4;5;171;3;low;F;10;4752;yes
2973;F;Flight;4;4;265;2;medium;F;9;4106;no
2974;F;Ship;6;3;161;4;medium;M;8;1247;no
2975;A;Ship;6;2;291;4;low;M;9;1241;yes
2976;C;Flight;5;5;230;10;high;M;10;5619;yes
2977;D;Ship;6;5;292;4;low;F;10;1969;yes
2978;A;Ship;2;5;154;3;medium;F;1;4377;no
2979;D;Road;5;4;228;5;low;F;9;1549;yes
2980;A;Ship;4;5;233;5;low;F;8;1040;yes
2981;F;Ship;5;3;246;2;medium;F;1;;no
2982;C;Ship;2;1;177;4;low;M;63;1058;yes
2983;C;Road;5;1;257;5;medium;F;8;1128;yes
2984;C;Flight;4;4;174;3;low;M;8;4348;no
2985;B;Road;5;5;227;5;medium;F;2;1436;yes
2986;C;Ship;5;5;172;2;medium;F;40;1446;yes
2987;F;Ship;4;4;198;2;low;M;6;5520;no
2988;B;Ship;2;1;163;3;low;F;3;5873;yes
2989;F;Ship;6;5;294;4;medium;F;2;1273;yes
2990;F;Ship;3;1;155;3;low;F;9;5539;no
2991;D;Ship;6;3;277;4;medium;F;6;1433;no
2992;D;Ship;3;3;241;5;low;M;8;2182;yes
2993;F;Ship;4;2;124;2;medium;M;50;1592;yes
2994;B;Ship;5;1;159;2;medium;F;5;4382;no
2995;A;Flight;2;4;182;3;medium;M;47;3792;yes
2996;A;Ship;4;5;198;7;medium;M;9;4249;yes
2997;C;Ship;3;2;154;2;high;F;4;1009;yes
2998;F;Ship;4;2;157;3;low;F;48;1393;yes
2999;A;Ship;4;5;214;3;high;M;6;5646;no
3000;B;Ship;3;3;234;3;medium;F;8;2334;yes
3001;C;Ship;6;5;152;4;medium;F;8;5351;no
3002;B;Ship;7;4;243;4;medium;F;6;1362;yes
3003;D;Road;5;1;187;2;low;F;7;4792;no
3004;C;Ship;2;5;255;5;medium;F;53;3775;yes
3005;F;Ship;4;5;159;3;medium;M;18;1808;yes
3006;F;Ship;4;1;132;3;low;M;63;1901;yes
3007;F;Flight;5;5;262;2;medium;M;8;4283;no
3008;C;Ship;4;2;200;3;medium;M;7;4323;no
3009;F;Ship;5;4;262;3;medium;F;6;4428;no
3010;B;Ship;5;4;140;3;high;F;56;1332;yes
3011;B;Ship;3;1;198;2;low;F;8;4940;no
3012;F;Ship;4;2;158;3;low;M;3;4527;no
3013;C;Flight;3;2;189;2;medium;F;3;4617;no
3014;F;Flight;3;5;233;3;medium;M;52;3519;yes
3015;C;Ship;5;2;141;3;high;F;34;1020;yes
3016;C;Road;3;2;168;3;low;M;15;1862;yes
3017;D;Road;3;5;243;2;medium;M;42;3421;yes
3018;F;Road;6;4;160;2;low;F;31;1689;yes
3019;F;Road;4;4;224;3;low;M;29;3623;yes
3020;F;Road;5;2;237;4;low;F;9;5922;no
3021;F;Road;4;3;135;2;medium;F;37;1597;yes
3022;B;Ship;4;2;252;3;medium;M;2;5769;no
3023;B;Ship;3;5;251;3;low;M;1;5073;no
3024;C;Ship;5;3;258;2;low;F;10;5371;yes
3025;A;Ship;3;1;133;3;medium;F;5;4538;no
3026;B;Ship;5;3;222;2;low;F;2;5953;yes
3027;A;Road;3;1;201;2;medium;F;4;4857;yes
3028;F;Ship;4;5;111;4;medium;M;7;5988;yes
3029;A;Flight;5;4;111;5;medium;F;42;1587;yes
3030;F;Road;3;1;267;3;medium;F;8;5415;yes
3031;D;Road;4;4;146;10;low;F;3;4152;yes
3032;D;Flight;4;5;184;4;medium;F;3;5430;yes
3033;F;Ship;4;5;196;3;medium;M;16;3722;yes
3034;B;Flight;4;4;229;2;medium;M;45;3776;yes
3035;D;Ship;6;5;290;4;medium;F;3;1463;yes
3036;D;Flight;3;5;162;2;low;M;4;4495;no
3037;F;Ship;4;3;270;2;high;F;5;5346;no
3038;A;Ship;5;1;201;3;medium;F;65;2488;yes
3039;F;Ship;4;3;140;3;low;M;1;4453;no
3040;C;Flight;4;5;265;2;low;M;9;5040;no
3041;A;Flight;5;2;248;2;low;F;10;4813;no
3042;B;Ship;5;1;256;4;medium;F;5;4970;yes
3043;A;Ship;3;1;163;4;low;F;20;1940;yes
3044;F;Flight;3;5;184;3;medium;M;1;4161;no
3045;D;Ship;4;1;161;2;high;F;41;1992;yes
3046;F;Ship;4;2;242;6;low;F;10;1531;yes
3047;F;Road;4;4;183;3;low;M;29;3251;yes
3048;A;Flight;3;5;223;4;high;F;7;5042;yes
3049;B;Ship;6;3;213;4;low;F;2;5349;no
3050;D;Ship;2;1;148;2;low;M;10;5939;yes
3051;C;Road;2;5;216;3;medium;F;2;5098;no
3052;F;Flight;3;1;168;3;low;M;46;1886;yes
3053;F;Ship;4;1;208;3;low;M;4;4530;yes
3054;C;Ship;5;4;165;3;medium;F;48;1240;yes
3055;B;Flight;6;4;247;4;low;M;7;1831;no
3056;B;Ship;4;2;144;3;medium;M;59;1588;yes
3057;D;Ship;3;4;122;3;high;F;15;1354;yes
3058;D;Ship;5;3;241;3;low;F;2;5587;yes
3059;D;Ship;6;1;281;4;medium;M;2;1592;no
3060;D;Road;5;3;168;4;low;M;7;1298;yes
3061;F;Ship;4;5;268;2;low;M;2;4721;yes
3062;A;Ship;3;5;233;2;medium;M;1;4913;no
3063;C;Flight;4;3;267;5;medium;F;9;1538;no
3064;A;Road;3;1;216;4;medium;F;4;4416;no
3065;B;Ship;3;3;229;3;medium;F;8;4549;no
3066;B;Ship;6;4;268;4;medium;M;9;1354;yes
3067;C;Flight;5;5;169;2;medium;F;14;1497;yes
3068;D;Ship;5;3;223;5;medium;M;10;1170;yes
3069;A;Flight;4;5;161;3;low;F;5;4732;no
3070;A;Ship;3;3;154;4;high;F;2;4921;yes
3071;F;Road;4;1;252;3;low;M;4;5119;yes
3072;D;Ship;4;1;258;4;high;F;1;5476;no
3073;C;Ship;3;2;175;4;medium;F;17;1276;yes
3074;F;Flight;3;5;257;3;medium;M;4;5196;yes
3075;D;Ship;4;4;267;4;low;F;8;5219;yes
3076;D;Road;3;2;180;2;high;F;8;4408;no
3077;C;Ship;3;5;199;2;low;M;46;2728;yes
3078;B;Road;2;5;111;2;low;M;4;4473;yes
3079;D;Road;6;5;253;4;low;M;2;1893;yes
3080;C;Ship;4;1;236;3;low;F;4;4248;no
3081;A;Ship;3;3;202;4;low;F;3;4003;yes
3082;F;Ship;4;1;171;2;low;F;6;5719;yes
3083;D;Ship;5;3;267;6;low;F;8;1421;yes
3084;D;Flight;5;2;223;3;low;F;51;3687;yes
3085;F;Ship;5;2;244;5;low;M;10;1699;no
3086;B;Ship;4;1;231;2;medium;M;3;4696;no
3087;C;Ship;4;4;172;3;medium;M;7;5098;no
3088;C;Road;3;5;166;3;high;F;5;5206;no
3089;D;Ship;2;5;117;3;high;F;2;4268;yes
3090;C;Ship;3;4;183;2;low;M;3;4179;yes
3091;F;Ship;4;2;151;3;medium;M;3;5154;yes
3092;A;Flight;5;4;250;3;low;F;11;3373;yes
3093;B;Flight;3;1;107;3;high;F;13;1861;yes
3094;D;Ship;3;2;108;4;low;F;5;4787;no
3095;B;Ship;7;2;248;4;medium;F;1;1163;yes
3096;D;Ship;6;2;267;4;medium;F;1;1935;no
3097;A;Flight;5;1;182;5;high;F;6;5398;no
3098;C;Ship;4;3;229;2;low;M;6;4226;yes
3099;F;Ship;3;1;147;2;medium;M;52;1934;yes
3100;C;Ship;3;2;260;4;high;F;3;4423;no
3101;C;Ship;5;5;208;8;low;M;39;2905;yes
3102;F;Flight;3;2;115;3;low;F;27;1814;yes
3103;C;Road;4;2;161;3;medium;F;10;1928;yes
3104;D;Flight;2;1;218;2;low;M;15;2745;yes
3105;F;Ship;5;1;245;2;medium;F;2;4882;yes
3106;B;Ship;4;3;273;4;medium;F;1;4585;no
3107;F;Flight;3;4;118;4;low;M;6;5964;no
3108;C;Ship;3;5;178;3;low;F;39;1498;yes
3109;C;Ship;5;2;230;2;medium;M;9;4483;no
3110;C;Ship;4;4;156;2;low;M;7;5017;no
3111;F;Road;3;1;166;2;low;M;2;5710;yes
3112;C;Ship;6;5;300;5;low;M;1;1188;no
3113;C;Ship;5;4;168;3;low;M;34;1779;yes
3114;C;Ship;4;5;143;3;medium;M;2;5286;yes
3115;C;Ship;4;1;270;4;medium;F;64;3312;yes
3116;B;Ship;2;4;180;2;low;F;5;4010;yes
3117;F;Ship;4;5;116;3;medium;F;9;1314;yes
3118;B;Ship;2;3;134;10;high;F;1;5632;no
3119;F;Road;3;2;257;3;low;F;25;2334;yes
3120;C;Ship;6;4;283;4;medium;M;1;1384;yes
3121;F;Ship;3;3;190;3;low;F;9;5279;no
3122;A;Ship;5;3;150;3;low;M;10;4799;yes
3123;A;Road;2;1;188;2;low;M;5;5250;no
3124;C;Ship;5;5;175;6;low;F;2;4883;yes
3125;F;Flight;7;3;244;5;medium;F;10;1913;yes
3126;A;Road;4;2;160;3;low;M;64;1714;yes
3127;F;Flight;4;1;214;5;medium;F;6;4573;yes
3128;B;Ship;5;4;230;3;medium;M;6;4257;no
3129;D;Road;5;5;261;6;medium;F;1;1082;no
3130;B;Ship;4;5;208;3;low;F;8;4632;no
3131;F;Road;2;3;133;4;low;F;5;5989;yes
3132;F;Ship;3;4;186;4;low;M;6;4403;no
3133;D;Ship;4;5;238;10;medium;M;38;3556;yes
3134;F;Flight;5;3;218;5;low;F;6;1278;yes
3135;B;Ship;4;5;170;3;low;M;2;5671;no
3136;F;Ship;3;2;204;2;high;F;2;5526;no
3137;F;Ship;7;4;277;5;low;M;4;1373;no
3138;F;Ship;4;4;265;3;medium;F;47;3307;yes
3139;F;Road;4;5;201;4;medium;M;46;3498;yes
3140;F;Ship;5;3;135;3;medium;F;5;4484;no
3141;F;Ship;4;3;250;2;high;F;10;4885;yes
3142;F;Ship;4;1;254;5;low;F;7;1003;no
3143;D;Ship;6;4;246;4;medium;M;3;1852;no
3144;C;Flight;3;1;266;7;low;M;5;4102;yes
3145;A;Road;5;5;253;5;low;F;4;1482;no
3146;C;Road;6;2;279;4;low;F;5;1836;no
3147;F;Road;5;2;233;4;medium;F;9;5539;no
3148;C;Road;6;1;280;4;low;F;5;1624;no
3149;B;Ship;3;3;186;3;low;M;24;3262;yes
3150;F;Road;4;3;240;2;medium;F;2;5588;no
3151;A;Ship;4;5;196;3;low;F;4;5610;no
3152;F;Road;3;2;256;2;low;F;7;5725;yes
3153;A;Ship;5;2;232;5;medium;F;10;1916;no
3154;B;Ship;3;4;236;4;high;F;9;4744;no
3155;D;Flight;5;2;215;2;medium;M;46;3942;yes
3156;C;Flight;3;1;155;3;medium;F;6;5113;yes
3157;D;Ship;3;1;286;4;medium;M;4;5106;no
3158;B;Road;3;5;193;3;medium;M;1;5810;yes
3159;F;Flight;6;4;221;5;medium;M;8;4511;yes
3160;A;Road;5;3;254;5;low;M;10;1501;yes
3161;B;Ship;6;2;260;5;low;F;9;1667;yes
3162;B;Ship;4;4;232;2;low;M;36;2861;yes
3163;A;Flight;3;5;245;10;medium;M;8;4909;yes
3164;C;Ship;4;4;207;2;medium;F;14;2945;yes
3165;A;Ship;5;1;222;4;low;M;63;3506;yes
3166;B;Flight;4;3;148;3;medium;M;8;4240;yes
3167;A;Flight;4;4;252;3;medium;F;7;2477;yes
3168;F;Ship;3;3;141;3;medium;M;10;1751;yes
3169;A;Ship;4;3;109;2;medium;F;4;5407;no
3170;F;Road;4;2;204;4;low;F;35;2725;yes
3171;D;Ship;4;2;170;2;medium;M;5;4996;yes
3172;D;Ship;4;5;258;2;medium;M;6;5062;yes
3173;C;Road;4;3;217;2;medium;M;22;2138;yes
3174;F;Road;6;4;292;4;low;M;3;1826;yes
3175;A;Road;6;5;248;3;low;F;3;5709;yes
3176;A;Flight;4;1;195;2;low;F;3;4165;no
3177;F;Ship;4;1;220;3;high;M;2;3886;yes
3178;D;Ship;4;5;178;3;low;F;48;1819;yes
3179;B;Ship;6;4;221;5;low;M;9;4360;no
3180;D;Ship;3;4;148;3;medium;M;7;4531;no
3181;A;Ship;6;1;283;4;low;M;8;1404;no
3182;A;Ship;3;5;278;4;medium;F;8;1785;no
3183;F;Ship;2;5;116;3;low;F;1;4091;yes
3184;F;Ship;3;4;166;3;high;M;6;4247;no
3185;F;Ship;5;1;195;6;low;F;29;1039;yes
3186;F;Flight;5;2;161;3;low;M;8;5804;yes
3187;F;Ship;3;2;209;2;low;M;5;5713;no
3188;F;Ship;3;1;154;2;medium;F;56;1300;yes
3189;A;Flight;6;4;144;4;low;F;5;4631;no
3190;D;Flight;4;5;229;3;medium;M;21;2688;yes
3191;B;Ship;4;4;138;7;medium;M;65;1530;yes
3192;C;Ship;5;2;252;3;low;M;7;5058;no
3193;F;Ship;3;3;170;3;low;F;7;5427;yes
3194;D;Ship;4;1;139;3;low;F;25;1152;yes
3195;A;Flight;5;2;184;4;low;M;6;4155;yes
3196;B;Flight;3;4;184;3;low;F;2;4875;no
3197;B;Flight;5;3;206;2;medium;M;7;4531;yes
3198;F;Road;2;4;141;3;medium;F;27;1628;yes
3199;B;Flight;3;4;179;2;medium;M;5;1340;no
3200;B;Flight;3;4;143;4;medium;M;5;5545;yes
3201;A;Ship;4;3;104;5;low;F;6;4617;yes
3202;F;Flight;3;3;168;2;high;M;10;5334;yes
3203;F;Ship;5;1;248;5;low;M;3;1642;yes
3204;F;Road;3;1;179;2;low;M;3;5159;yes
3205;A;Flight;4;5;270;3;medium;M;20;3185;yes
3206;D;Ship;3;1;264;4;low;M;10;4265;no
3207;D;Road;3;5;253;2;medium;M;7;5846;no
3208;B;Ship;4;3;187;4;low;M;9;5699;yes
3209;D;Ship;4;3;135;3;low;F;15;1008;yes
3210;F;Ship;4;3;171;3;medium;F;8;4826;no
3211;B;Road;4;2;220;6;medium;M;10;1878;yes
3212;B;Ship;2;4;238;3;medium;M;4;5782;yes
3213;A;Road;3;1;139;3;low;F;4;4666;no
3214;F;Ship;5;4;193;3;low;M;55;2758;yes
3215;D;Ship;3;5;194;3;medium;F;10;2277;yes
3216;A;Ship;5;4;181;5;medium;M;2;5324;no
3217;F;Ship;3;1;251;3;medium;F;18;2240;yes
3218;A;Ship;4;4;147;5;medium;F;33;1886;yes
3219;A;Ship;7;3;245;4;medium;F;10;1610;yes
3220;D;Road;4;1;245;6;low;F;7;1884;yes
3221;C;Ship;4;1;134;3;medium;M;2;4983;no
3222;B;Ship;6;3;284;4;medium;M;4;1652;yes
3223;B;Ship;5;2;196;3;low;F;4;4271;no
3224;C;Flight;6;3;286;4;medium;F;7;1132;yes
3225;F;Ship;6;1;250;4;low;M;4;1018;no
3226;A;Ship;3;5;159;2;medium;M;6;5804;no
3227;F;Ship;5;2;168;3;low;F;50;1486;yes
3228;F;Ship;3;1;192;2;low;M;33;2818;yes
3229;A;Ship;4;4;238;5;low;M;1;4753;no
3230;F;Ship;5;4;281;4;medium;M;8;1220;no
3231;F;Flight;3;1;214;2;low;F;3;5595;yes
3232;B;Ship;4;5;226;2;high;M;2;5881;yes
3233;A;Ship;5;4;236;5;low;M;6;1829;yes
3234;F;Ship;4;2;276;6;high;F;36;2843;yes
3235;C;Ship;4;4;261;2;medium;M;8;5006;yes
3236;F;Ship;5;5;157;4;medium;M;60;1407;yes
3237;F;Flight;4;3;226;6;medium;M;10;1174;no
3238;B;Ship;7;1;267;4;medium;M;9;1261;yes
3239;C;Ship;3;1;223;3;medium;F;31;3942;yes
3240;B;Flight;3;5;247;3;low;F;4;5891;yes
3241;C;Road;6;5;282;4;low;M;4;1035;no
3242;D;Flight;3;3;268;3;low;F;33;3872;yes
3243;B;Ship;5;4;232;5;medium;M;5;1337;no
3244;D;Ship;3;2;150;10;low;F;6;5580;no
3245;A;Ship;3;4;241;2;low;M;57;3671;yes
3246;A;Road;3;5;240;8;low;M;9;4436;yes
3247;A;Ship;3;4;166;2;medium;F;58;1319;yes
3248;F;Ship;5;3;243;3;medium;F;10;4524;yes
3249;D;Flight;4;3;266;6;medium;F;5;5209;no
3250;F;Ship;3;1;202;3;medium;F;7;5818;no
3251;A;Flight;4;3;239;3;medium;M;7;5511;yes
3252;F;Road;4;5;159;3;low;M;2;1048;yes
3253;B;Road;4;3;216;3;medium;M;35;2567;yes
3254;F;Ship;4;1;269;2;medium;F;8;4930;no
3255;C;Flight;4;3;250;2;medium;M;4;4808;yes
3256;F;Road;5;2;168;2;medium;M;20;1539;yes
3257;B;Road;3;4;221;3;medium;F;1;5391;no
3258;B;Ship;4;5;253;3;low;F;58;3096;yes
3259;F;Ship;5;5;167;8;low;M;44;1547;yes
3260;A;Road;3;1;164;2;low;M;2;1104;yes
3261;F;Ship;5;1;160;3;medium;F;22;1693;yes
3262;C;Flight;5;4;186;2;low;M;3;4213;no
3263;F;Ship;5;3;242;3;medium;F;6;5013;yes
3264;F;Ship;7;4;251;5;low;M;3;1433;no
3265;A;Ship;4;2;149;3;medium;M;26;1863;yes
3266;F;Ship;5;3;211;3;low;F;5;5087;no
3267;F;Ship;5;2;165;2;medium;F;18;1918;yes
3268;A;Ship;3;5;185;2;medium;M;27;3624;yes
3269;C;Ship;5;3;227;5;medium;M;2;1965;no
3270;F;Ship;3;3;147;8;medium;F;7;5822;no
3271;D;Flight;6;4;186;2;low;M;5;4851;yes
3272;D;Ship;3;5;184;2;high;M;;4883;no
3273;B;Ship;5;3;167;3;low;F;5;1772;yes
3274;F;Road;4;5;237;5;medium;M;4;4917;no
3275;D;Ship;3;5;232;3;low;M;10;5333;no
3276;A;Ship;3;1;144;3;low;F;8;5221;yes
3277;D;Ship;4;3;137;3;medium;M;5;4854;yes
3278;F;Ship;3;2;228;2;medium;M;2;5640;no
3279;F;Ship;3;4;254;3;high;M;53;3538;yes
3280;C;Ship;6;3;134;8;high;F;12;1371;yes
3281;D;Flight;4;4;257;5;medium;F;4;1668;no
3282;C;Ship;3;3;204;2;medium;M;6;5612;no
3283;A;Ship;4;5;252;2;low;F;9;4157;no
3284;D;Ship;4;3;149;3;medium;F;5;4031;no
3285;C;Flight;4;5;263;4;medium;F;7;4243;yes
3286;B;Road;3;4;188;6;medium;F;6;4031;yes
3287;F;Ship;3;1;243;3;medium;F;2;5827;yes
3288;B;Ship;2;2;157;3;medium;F;9;4547;yes
3289;F;Ship;4;3;138;3;medium;M;15;1080;yes
3290;F;Ship;4;4;261;2;medium;F;9;5306;yes
3291;A;Ship;2;2;251;6;medium;F;1;4165;yes
3292;A;Road;4;2;164;4;low;M;2;5008;no
3293;A;Ship;3;4;266;2;high;F;33;3798;yes
3294;F;Ship;4;1;159;4;low;M;5;5420;yes
3295;B;Ship;4;3;202;3;low;F;48;2213;yes
3296;F;Ship;5;5;221;5;low;M;7;1958;yes
3297;D;Road;4;3;227;2;low;M;3;4375;no
3298;C;Ship;6;5;266;5;low;M;10;4140;no
3299;A;Ship;3;3;166;3;high;M;6;5089;yes
3300;A;Ship;4;4;173;5;medium;F;51;1691;yes
3301;C;Ship;5;1;145;2;medium;M;8;4485;yes
3302;D;Ship;5;1;246;3;medium;F;10;4078;yes
3303;F;Ship;7;2;276;4;low;M;9;1022;yes
3304;A;Ship;4;5;252;4;low;F;6;4983;no
3305;A;Ship;5;4;241;3;high;M;6;4157;no
3306;A;Flight;5;4;267;5;medium;F;10;1837;yes
3307;A;Ship;6;1;264;4;low;M;9;1243;no
3308;B;Ship;3;4;209;3;medium;F;60;2240;yes
3309;B;Road;5;4;199;5;medium;F;6;4417;yes
3310;D;Flight;3;4;216;3;low;F;3;5817;no
3311;F;Flight;4;5;229;4;medium;F;6;4157;no
3312;A;Ship;5;4;152;3;low;M;1;5314;yes
3313;B;Flight;6;5;113;3;high;M;31;1037;yes
3314;D;Flight;5;2;133;2;high;F;2;4556;no
3315;A;Ship;3;2;179;5;low;F;52;1991;yes
3316;C;Flight;5;5;171;3;medium;F;6;4209;yes
3317;C;Ship;3;4;171;3;low;F;5;5872;no
3318;D;Ship;4;5;137;2;medium;F;14;1796;yes
3319;F;Ship;6;2;301;5;medium;M;3;1844;yes
3320;F;Ship;3;2;223;4;low;F;20;3955;yes
3321;F;Ship;5;2;134;2;low;M;9;5045;no
3322;C;Flight;3;1;255;7;low;F;3;4477;no
3323;B;Ship;5;2;195;6;high;M;5;5339;yes
3324;F;Ship;3;1;189;4;low;F;4;4785;no
3325;A;Ship;2;1;255;3;medium;F;1;5929;no
3326;C;Ship;6;1;309;4;medium;F;10;1904;yes
3327;B;Road;2;2;247;3;medium;F;9;4284;yes
3328;A;Ship;3;1;223;3;low;F;22;3795;yes
3329;A;Ship;4;5;234;5;low;F;3;1469;yes
3330;C;Ship;6;3;202;3;low;F;5;4930;no
3331;F;Ship;5;5;267;5;low;F;1;1352;yes
3332;B;Road;5;1;282;4;low;F;9;4766;no
3333;C;Flight;4;1;234;2;medium;F;4;5164;no
3334;D;Flight;6;1;154;5;medium;M;19;1842;yes
3335;F;Road;3;1;199;3;medium;F;7;4377;yes
3336;B;Flight;5;1;266;5;medium;F;2;1798;no
3337;C;Ship;3;4;148;3;low;M;56;1550;yes
3338;B;Road;4;4;227;3;medium;F;1;2761;yes
3339;A;Ship;6;2;290;4;medium;M;2;1070;yes
3340;C;Ship;2;1;282;5;low;F;51;1362;yes
3341;B;Ship;3;3;198;3;low;M;49;2446;yes
3342;F;Ship;4;2;214;6;medium;M;9;4736;yes
3343;C;Ship;4;2;260;2;low;M;7;5684;no
3344;C;Flight;3;3;179;8;high;F;3;5429;yes
3345;F;Road;5;5;165;3;medium;F;32;1798;yes
3346;F;Ship;4;3;199;2;low;M;4;5855;no
3347;F;Ship;5;5;260;3;medium;M;8;4586;yes
3348;C;Ship;4;3;250;3;medium;F;3;5055;yes
3349;B;Flight;4;5;160;3;low;M;33;1837;yes
3350;D;Ship;2;5;270;6;medium;F;1;5675;no
3351;F;Ship;4;4;206;3;medium;F;10;4262;no
3352;B;Ship;6;5;281;4;low;M;8;1241;yes
3353;C;Flight;5;2;156;5;low;M;9;5237;no
3354;F;Road;4;2;128;5;low;F;28;1247;yes
3355;C;Road;6;3;298;4;low;F;1;1657;no
3356;F;Ship;3;2;234;3;medium;M;39;2099;yes
3357;D;Ship;5;2;157;2;low;M;32;1497;yes
3358;A;Ship;4;4;201;2;medium;F;8;5790;no
3359;F;Ship;3;4;160;4;medium;M;9;4733;yes
3360;B;Ship;5;4;255;4;medium;F;38;2771;yes
3361;A;Ship;3;3;206;3;low;F;3;5746;yes
3362;D;Ship;4;5;269;4;medium;M;60;3456;yes
3363;F;Ship;6;5;276;4;low;M;3;1136;no
3364;F;Road;4;5;248;2;medium;M;4;4789;yes
3365;C;Road;3;3;219;3;low;M;4;5956;no
3366;C;Flight;5;5;195;3;low;M;55;2641;yes
3367;B;Road;3;4;157;2;medium;M;12;1694;yes
3368;F;Ship;4;4;177;7;low;F;3;5646;yes
3369;C;Ship;6;3;294;4;low;M;52;1667;yes
3370;C;Ship;4;4;263;3;medium;F;8;5475;no
3371;F;Ship;4;1;169;2;low;M;2;5702;yes
3372;D;Flight;4;4;115;3;medium;M;7;4609;no
3373;B;Ship;4;2;259;4;low;F;13;2495;yes
3374;F;Ship;6;5;224;4;medium;M;6;4616;no
3375;D;Ship;4;2;271;3;medium;M;50;3448;yes
3376;D;Flight;4;3;248;3;medium;F;5;4667;no
3377;F;Ship;4;4;170;4;low;M;5;4574;no
3378;F;Ship;4;4;218;4;low;M;45;3234;yes
3379;F;Ship;4;4;163;3;low;F;5;4440;no
3380;F;Road;5;5;210;3;medium;M;8;5906;yes
3381;D;Ship;3;1;165;3;high;F;10;4208;no
3382;F;Ship;4;5;233;3;medium;F;7;5604;yes
3383;B;Ship;4;1;270;3;low;F;6;5212;no
3384;C;Ship;4;3;190;4;medium;M;4;4102;yes
3385;C;Ship;5;5;240;5;medium;M;10;1574;yes
3386;F;Ship;4;2;259;2;medium;M;54;2244;yes
3387;A;Road;4;1;228;3;low;F;9;4678;no
3388;F;Ship;3;1;274;2;high;M;2;4352;no
3389;F;Ship;4;1;160;2;high;F;65;1861;yes
3390;A;Ship;2;3;141;4;medium;M;8;4702;no
3391;D;Ship;5;1;270;3;high;M;52;3908;yes
3392;F;Ship;3;1;210;2;low;M;9;4580;no
3393;C;Ship;4;1;200;3;low;M;5;4686;no
3394;A;Ship;4;5;247;5;low;M;9;1499;no
3395;C;Road;5;2;244;2;low;M;10;5696;no
3396;B;Road;4;1;197;3;low;M;2;4326;no
3397;B;Ship;2;2;210;3;medium;F;10;4324;yes
3398;F;Road;3;1;228;2;low;M;45;2257;yes
3399;D;Ship;3;2;155;3;low;M;1;5731;yes
3400;F;Ship;3;1;132;3;low;F;2;4785;no
3401;F;Ship;3;4;211;3;high;M;8;5191;yes
3402;F;Ship;6;5;211;6;low;M;3;4957;no
3403;C;Ship;5;2;173;3;low;M;8;4797;yes
3404;B;Road;5;4;145;6;medium;M;6;4403;no
3405;F;Ship;5;3;227;5;medium;F;9;4990;no
3406;B;Ship;4;4;213;3;medium;M;11;2037;yes
3407;C;Flight;4;3;249;3;low;M;5;5017;yes
3408;F;Ship;3;4;207;7;medium;F;46;2670;yes
3409;F;Ship;5;5;192;3;medium;M;3;4015;yes
3410;A;Flight;4;2;196;3;medium;F;2;4474;no
3411;A;Ship;3;1;153;2;low;M;6;4996;no
3412;B;Ship;4;1;265;6;low;F;9;1753;yes
